uuid,group,qid,correct,time
5938092a45e6163b450c91c1,B,Q4,false,56549
5938092a45e6163b450c91c1,B,Q5,false,53457
5938092a45e6163b450c91c1,B,Q6,true,23532
59393d5845e6163b450c91c3,A,Q2,true,12721
59393d5845e6163b450c91c3,A,Q3,true,13035
59393d5845e6163b450c91c3,A,Q1,true,29362
59393d5845e6163b450c91c3,A,Q4,true,10049
59393d5845e6163b450c91c3,A,Q6,true,11697
59393d5845e6163b450c91c3,A,Q5,true,22113
59397d0145e6163b450c91c4,B,Q2,true,45998
59397d0145e6163b450c91c4,B,Q3,true,49431
59397d0145e6163b450c91c4,B,Q1,true,42167
59397d0145e6163b450c91c4,B,Q6,true,30238
59397d0145e6163b450c91c4,B,Q5,true,82998
59397d0145e6163b450c91c4,B,Q4,true,37169
59399f3b45e6163b450c91c5,A,Q2,true,40028
59399f3b45e6163b450c91c5,A,Q1,true,41242
59399f3b45e6163b450c91c5,A,Q3,true,31300
59399f3b45e6163b450c91c5,A,Q4,true,29307
59399f3b45e6163b450c91c5,A,Q6,true,23547
59399f3b45e6163b450c91c5,A,Q5,true,44449
5939a06f45e6163b450c91c6,A,Q2,true,33974
5939a06f45e6163b450c91c6,A,Q1,true,25729
5939a06f45e6163b450c91c6,A,Q3,true,33448
5939a06f45e6163b450c91c6,A,Q5,true,31930
5939a06f45e6163b450c91c6,A,Q6,true,49728
5939a06f45e6163b450c91c6,A,Q4,true,23417
5939d33a45e6163b450c91c7,B,Q1,true,70828
5939d33a45e6163b450c91c7,B,Q2,true,9933
5939d33a45e6163b450c91c7,B,Q3,true,10091
5939d33a45e6163b450c91c7,B,Q6,false,181
5939d33a45e6163b450c91c7,B,Q4,false,5838
5939d33a45e6163b450c91c7,B,Q5,true,4005
593ab3954c20e16089b7a31c,B,Q3,true,27275
593ab3954c20e16089b7a31c,B,Q2,true,29377
593ab3954c20e16089b7a31c,B,Q1,true,27700
593ab3954c20e16089b7a31c,B,Q4,true,12645
593ab3954c20e16089b7a31c,B,Q6,true,15940
593ab3954c20e16089b7a31c,B,Q5,true,15513
593acddd4c20e16089b7a31e,A,Q3,true,25971
593acddd4c20e16089b7a31e,A,Q2,false,10200
593acddd4c20e16089b7a31e,A,Q1,false,18078
593acddd4c20e16089b7a31e,A,Q4,true,9270
593acddd4c20e16089b7a31e,A,Q6,false,10023
593acddd4c20e16089b7a31e,A,Q5,false,26493
593adbec4c20e16089b7a31f,B,Q3,true,58710
593adbec4c20e16089b7a31f,B,Q2,true,30908
593adbec4c20e16089b7a31f,B,Q1,true,33140
593adbec4c20e16089b7a31f,B,Q4,true,14860
593adbec4c20e16089b7a31f,B,Q5,true,22165
593adbec4c20e16089b7a31f,B,Q6,true,14503
593bdec64c20e16089b7a322,A,Q1,false,23088
593bdec64c20e16089b7a322,A,Q2,true,13980
593bdec64c20e16089b7a322,A,Q3,true,17207
593bdec64c20e16089b7a322,A,Q4,true,29383
593bdec64c20e16089b7a322,A,Q5,true,61213
593bdec64c20e16089b7a322,A,Q6,true,22645
5940031d4c20e16089b7a325,B,Q1,false,22793
5940031d4c20e16089b7a325,B,Q2,true,33237
5940031d4c20e16089b7a325,B,Q3,true,227264
5940031d4c20e16089b7a325,B,Q4,true,25066
5940031d4c20e16089b7a325,B,Q5,true,15843
5940031d4c20e16089b7a325,B,Q6,true,9392
5940094e4c20e16089b7a326,A,Q1,false,27772
5940094e4c20e16089b7a326,A,Q3,true,16970
5940094e4c20e16089b7a326,A,Q2,true,22795
5940094e4c20e16089b7a326,A,Q5,true,20588
5940094e4c20e16089b7a326,A,Q4,false,31226
5940094e4c20e16089b7a326,A,Q6,true,12191
5942b93e4c20e16089b7a328,B,Q3,true,80405
5942b93e4c20e16089b7a328,B,Q1,true,27228
5942b93e4c20e16089b7a328,B,Q2,false,85574
5942b93e4c20e16089b7a328,B,Q5,true,33634
5942b93e4c20e16089b7a328,B,Q4,true,46237
5942b93e4c20e16089b7a328,B,Q6,false,25294
5943f7924c20e16089b7a329,A,Q2,true,82247
5943f7924c20e16089b7a329,A,Q3,false,31653
5943f7924c20e16089b7a329,A,Q1,false,35462
5943f7924c20e16089b7a329,A,Q6,true,18613
5943f7924c20e16089b7a329,A,Q4,true,36466
5943f7924c20e16089b7a329,A,Q5,false,50455
5948034d4c20e16089b7a32a,B,Q1,true,17888
5948034d4c20e16089b7a32a,B,Q3,true,33049
5948034d4c20e16089b7a32a,B,Q2,true,19896
5948034d4c20e16089b7a32a,B,Q4,true,17968
5948034d4c20e16089b7a32a,B,Q5,true,14216
5948034d4c20e16089b7a32a,B,Q6,true,14889
5948f34d4c20e16089b7a32b,A,Q1,false,50887
5948f34d4c20e16089b7a32b,A,Q3,true,150428
5948f34d4c20e16089b7a32b,A,Q2,true,27606
5948f34d4c20e16089b7a32b,A,Q5,true,86987
5948f34d4c20e16089b7a32b,A,Q4,false,45985
5948f34d4c20e16089b7a32b,A,Q6,true,19087
5aa655bb934e6e5e2cac8393,D,Q1,false,25440
5aa655bb934e6e5e2cac8393,D,Q2,true,10999
5aa655bb934e6e5e2cac8393,D,Q3,true,34067
5aa655bb934e6e5e2cac8393,D,Q4,true,25916
5aa655bb934e6e5e2cac8393,D,Q5,true,19553
5aa655bb934e6e5e2cac8393,D,Q6,true,12952
5aa65f44934e6e5e2cac8395,C,Q1,false,22768
5aa65f44934e6e5e2cac8395,C,Q2,true,10111
5aa65f44934e6e5e2cac8395,C,Q3,true,11679
5aa65f44934e6e5e2cac8395,C,Q4,true,13919
5aa65f44934e6e5e2cac8395,C,Q5,true,30387
5aa65f44934e6e5e2cac8395,C,Q6,true,18000
5aa6608b934e6e5e2cac8397,C,Q1,false,27672
5aa6608b934e6e5e2cac8397,C,Q2,true,25525
5aa6608b934e6e5e2cac8397,C,Q3,true,23737
5aa6608b934e6e5e2cac8397,C,Q4,false,14153
5aa6608b934e6e5e2cac8397,C,Q5,true,15024
5aa6608b934e6e5e2cac8397,C,Q6,true,16123
5aa66158934e6e5e2cac8398,C,Q1,false,15209
5aa66158934e6e5e2cac8398,C,Q2,true,10934
5aa66158934e6e5e2cac8398,C,Q3,true,19646
5aa66158934e6e5e2cac8398,C,Q4,true,37916
5aa66158934e6e5e2cac8398,C,Q5,true,18431
5aa66158934e6e5e2cac8398,C,Q6,true,9636
5aa66473934e6e5e2cac839b,D,Q1,true,21244
5aa66473934e6e5e2cac839b,D,Q2,false,13596
5aa66473934e6e5e2cac839b,D,Q3,true,20355
5aa66473934e6e5e2cac839b,D,Q4,true,16827
5aa66473934e6e5e2cac839b,D,Q5,false,14144
5aa66473934e6e5e2cac839b,D,Q6,true,9352
5aa66493934e6e5e2cac839c,D,Q1,true,35893
5aa66493934e6e5e2cac839c,D,Q2,true,18917
5aa66493934e6e5e2cac839c,D,Q3,true,14012
5aa66493934e6e5e2cac839c,D,Q4,true,47824
5aa66493934e6e5e2cac839c,D,Q5,true,29301
5aa66493934e6e5e2cac839c,D,Q6,true,78999
5aa66542934e6e5e2cac839d,D,Q1,true,57894
5aa66542934e6e5e2cac839d,D,Q2,true,85330
5aa66542934e6e5e2cac839d,D,Q3,true,32208
5aa66542934e6e5e2cac839d,D,Q4,true,48783
5aa66542934e6e5e2cac839d,D,Q5,true,64176
5aa66542934e6e5e2cac839d,D,Q6,true,31811
5aa66b6d934e6e5e2cac83a0,C,Q1,true,47923
5aa66b6d934e6e5e2cac83a0,C,Q2,true,21487
5aa66b6d934e6e5e2cac83a0,C,Q3,true,16832
5aa66b6d934e6e5e2cac83a0,C,Q4,true,49556
5aa66b6d934e6e5e2cac83a0,C,Q5,true,57731
5aa66b6d934e6e5e2cac83a0,C,Q6,true,101016
5aa6743a934e6e5e2cac83a3,D,Q1,true,159256
5aa6743a934e6e5e2cac83a3,D,Q2,false,74847
5aa6743a934e6e5e2cac83a3,D,Q3,true,29615
5aa6743a934e6e5e2cac83a3,D,Q4,true,14727
5aa6743a934e6e5e2cac83a3,D,Q5,false,28431
5aa6743a934e6e5e2cac83a3,D,Q6,true,73967
5aa67715934e6e5e2cac83a4,D,Q1,true,53436
5aa67715934e6e5e2cac83a4,D,Q2,true,122222
5aa67715934e6e5e2cac83a4,D,Q3,true,14542
5aa67715934e6e5e2cac83a4,D,Q4,true,24990
5aa67715934e6e5e2cac83a4,D,Q5,true,32623
5aa67715934e6e5e2cac83a4,D,Q6,true,49493
5aa67975934e6e5e2cac83a5,C,Q1,true,112193
5aa67975934e6e5e2cac83a5,C,Q2,true,11006
5aa67975934e6e5e2cac83a5,C,Q3,true,13846
5aa67975934e6e5e2cac83a5,C,Q4,true,21511
5aa67975934e6e5e2cac83a5,C,Q5,true,31909
5aa67975934e6e5e2cac83a5,C,Q6,true,15413
5aa686e5934e6e5e2cac83a6,C,Q1,true,43650
5aa686e5934e6e5e2cac83a6,C,Q2,true,10835
5aa686e5934e6e5e2cac83a6,C,Q3,true,18625
5aa686e5934e6e5e2cac83a6,C,Q4,true,88814
5aa686e5934e6e5e2cac83a6,C,Q5,true,24919
5aa686e5934e6e5e2cac83a6,C,Q6,true,20153
5aa68dc0934e6e5e2cac83a7,C,Q1,true,31194
5aa68dc0934e6e5e2cac83a7,C,Q2,true,19055
5aa68dc0934e6e5e2cac83a7,C,Q3,true,12730
5aa68dc0934e6e5e2cac83a7,C,Q4,true,31127
5aa68dc0934e6e5e2cac83a7,C,Q5,true,15465
5aa68dc0934e6e5e2cac83a7,C,Q6,true,22524
5aa69058934e6e5e2cac83a9,C,Q1,true,35559
5aa69058934e6e5e2cac83a9,C,Q2,false,25041
5aa69058934e6e5e2cac83a9,C,Q3,true,25161
5aa69058934e6e5e2cac83a9,C,Q4,true,31222
5aa69058934e6e5e2cac83a9,C,Q5,true,29744
5aa69058934e6e5e2cac83a9,C,Q6,false,22738
5aa6a531934e6e5e2cac83aa,D,Q1,true,54524
5aa6a531934e6e5e2cac83aa,D,Q2,true,16232
5aa6a531934e6e5e2cac83aa,D,Q3,true,18481
5aa6a531934e6e5e2cac83aa,D,Q4,true,15605
5aa6a531934e6e5e2cac83aa,D,Q5,true,29557
5aa6a531934e6e5e2cac83aa,D,Q6,false,8587
5aa6dfd5934e6e5e2cac83ae,D,Q1,false,24691
5aa6dfd5934e6e5e2cac83ae,D,Q2,true,18879
5aa6dfd5934e6e5e2cac83ae,D,Q3,true,55005
5aa6dfd5934e6e5e2cac83ae,D,Q4,true,26960
5aa6dfd5934e6e5e2cac83ae,D,Q5,true,27731
5aa6dfd5934e6e5e2cac83ae,D,Q6,true,19599
5aa7b4bf934e6e5e2cac83b1,C,Q1,false,14167
5aa7b4bf934e6e5e2cac83b1,C,Q2,true,12895
5aa7b4bf934e6e5e2cac83b1,C,Q3,true,13154
5aa7b4bf934e6e5e2cac83b1,C,Q4,true,17046
5aa7b4bf934e6e5e2cac83b1,C,Q5,true,11580
5aa7b4bf934e6e5e2cac83b1,C,Q6,true,8838
5aa7fbc8934e6e5e2cac83b5,D,Q1,true,33398
5aa7fbc8934e6e5e2cac83b5,D,Q2,true,89114
5aa7fbc8934e6e5e2cac83b5,D,Q3,true,24246
5aa7fbc8934e6e5e2cac83b5,D,Q4,true,96331
5aa7fbc8934e6e5e2cac83b5,D,Q5,true,37278
5aa7fbc8934e6e5e2cac83b5,D,Q6,true,17941
5aa7fbe2934e6e5e2cac83b6,D,Q1,true,35820
5aa7fbe2934e6e5e2cac83b6,D,Q2,true,21274
5aa7fbe2934e6e5e2cac83b6,D,Q3,true,73608
5aa7fbe2934e6e5e2cac83b6,D,Q4,false,29426
5aa7fbe2934e6e5e2cac83b6,D,Q5,false,38464
5aa7fbe2934e6e5e2cac83b6,D,Q6,true,10494
5aa7fc91934e6e5e2cac83b7,C,Q1,false,95416
5aa7fc91934e6e5e2cac83b7,C,Q2,true,21452
5aa7fc91934e6e5e2cac83b7,C,Q3,true,96023
5aa7fc91934e6e5e2cac83b7,C,Q4,true,83387
5aa7fc91934e6e5e2cac83b7,C,Q5,true,19482
5aa7fc91934e6e5e2cac83b7,C,Q6,true,88324
5aa8003e934e6e5e2cac83ba,D,Q1,false,43881
5aa8003e934e6e5e2cac83ba,D,Q2,true,26566
5aa8003e934e6e5e2cac83ba,D,Q3,true,30659
5aa8003e934e6e5e2cac83ba,D,Q4,true,67406
5aa8003e934e6e5e2cac83ba,D,Q5,false,34550
5aa8003e934e6e5e2cac83ba,D,Q6,true,45063
5aa85a28934e6e5e2cac83bb,C,Q1,false,23860
5aa85a28934e6e5e2cac83bb,C,Q2,true,48370
5aa85a28934e6e5e2cac83bb,C,Q3,true,36051
5aa85a28934e6e5e2cac83bb,C,Q4,false,34123
5aa85a28934e6e5e2cac83bb,C,Q5,true,29311
5aa85a28934e6e5e2cac83bb,C,Q6,true,44350
5aa8fa5e934e6e5e2cac83bc,D,Q1,false,65966
5aa8fa5e934e6e5e2cac83bc,D,Q2,true,25340
5aa8fa5e934e6e5e2cac83bc,D,Q3,false,70957
5aa8fa5e934e6e5e2cac83bc,D,Q4,true,26887
5aa8fa5e934e6e5e2cac83bc,D,Q5,true,46373
5aa8fa5e934e6e5e2cac83bc,D,Q6,true,17459
5aa9113d934e6e5e2cac83bd,C,Q1,false,43617
5aa9113d934e6e5e2cac83bd,C,Q2,false,28088
5aa9113d934e6e5e2cac83bd,C,Q3,true,12813
5aa9113d934e6e5e2cac83bd,C,Q4,false,10334
5aa9113d934e6e5e2cac83bd,C,Q5,false,9880
5aa9113d934e6e5e2cac83bd,C,Q6,false,9113
5aa93f42934e6e5e2cac83be,D,Q1,false,31895
5aa93f42934e6e5e2cac83be,D,Q2,true,12370
5aa93f42934e6e5e2cac83be,D,Q3,true,26686
5aa93f42934e6e5e2cac83be,D,Q4,true,17291
5aa93f42934e6e5e2cac83be,D,Q5,true,14350
5aa93f42934e6e5e2cac83be,D,Q6,true,14567
5aaadfe8934e6e5e2cac83c1,C,Q1,true,34582
5aaadfe8934e6e5e2cac83c1,C,Q2,false,36577
5aaadfe8934e6e5e2cac83c1,C,Q3,true,26125
5aaadfe8934e6e5e2cac83c1,C,Q4,true,31144
5aaadfe8934e6e5e2cac83c1,C,Q5,true,62418
5aaadfe8934e6e5e2cac83c1,C,Q6,false,15755
5aabf1c8934e6e5e2cac83c4,D,Q1,true,31867
5aabf1c8934e6e5e2cac83c4,D,Q2,false,10979
5aabf1c8934e6e5e2cac83c4,D,Q3,true,21064
5aabf1c8934e6e5e2cac83c4,D,Q4,true,23610
5aabf1c8934e6e5e2cac83c4,D,Q5,true,51390
5aabf1c8934e6e5e2cac83c4,D,Q6,false,16027
5aabf43c934e6e5e2cac83c8,D,Q1,false,54889
5aabf43c934e6e5e2cac83c8,D,Q2,true,49711
5aabf43c934e6e5e2cac83c8,D,Q3,true,64580
5aabf43c934e6e5e2cac83c8,D,Q4,false,99842
5aabf43c934e6e5e2cac83c8,D,Q5,false,61878
5aabf43c934e6e5e2cac83c8,D,Q6,false,82040
5aabf482934e6e5e2cac83c9,D,Q1,true,39100
5aabf482934e6e5e2cac83c9,D,Q2,true,16500
5aabf482934e6e5e2cac83c9,D,Q3,true,20600
5aabf482934e6e5e2cac83c9,D,Q4,true,20700
5aabf482934e6e5e2cac83c9,D,Q5,true,19600
5aabf482934e6e5e2cac83c9,D,Q6,true,16700
5aabf511934e6e5e2cac83ca,C,Q1,true,126642
5aabf511934e6e5e2cac83ca,C,Q2,false,9813
5aabf511934e6e5e2cac83ca,C,Q3,true,13809
5aabf511934e6e5e2cac83ca,C,Q4,true,59781
5aabf511934e6e5e2cac83ca,C,Q5,true,36961
5aabf511934e6e5e2cac83ca,C,Q6,false,12705
5aabfd18934e6e5e2cac83cd,C,Q1,true,70791
5aabfd18934e6e5e2cac83cd,C,Q2,false,49276
5aabfd18934e6e5e2cac83cd,C,Q3,true,39101
5aabfd18934e6e5e2cac83cd,C,Q4,true,50244
5aabfd18934e6e5e2cac83cd,C,Q5,true,30902
5aabfd18934e6e5e2cac83cd,C,Q6,true,15880
5aac00e6934e6e5e2cac83ce,C,Q1,true,26576
5aac00e6934e6e5e2cac83ce,C,Q2,true,81170
5aac00e6934e6e5e2cac83ce,C,Q3,true,23078
5aac00e6934e6e5e2cac83ce,C,Q4,false,32288
5aac00e6934e6e5e2cac83ce,C,Q5,true,29764
5aac00e6934e6e5e2cac83ce,C,Q6,false,25596
5aac3685934e6e5e2cac83d0,D,Q1,true,32479
5aac3685934e6e5e2cac83d0,D,Q2,false,30703
5aac3685934e6e5e2cac83d0,D,Q3,true,25015
5aac3685934e6e5e2cac83d0,D,Q4,true,16198
5aac3685934e6e5e2cac83d0,D,Q5,true,20931
5aac3685934e6e5e2cac83d0,D,Q6,false,59878
5aac3ae8934e6e5e2cac83d1,C,Q1,true,44049
5aac3ae8934e6e5e2cac83d1,C,Q2,true,14759
5aac3ae8934e6e5e2cac83d1,C,Q3,true,18412
5aac3ae8934e6e5e2cac83d1,C,Q4,true,14727
5aac3ae8934e6e5e2cac83d1,C,Q5,true,29027
5aac3ae8934e6e5e2cac83d1,C,Q6,false,18210
5aac5adc934e6e5e2cac83d2,D,Q1,true,36132
5aac5adc934e6e5e2cac83d2,D,Q2,true,12539
5aac5adc934e6e5e2cac83d2,D,Q3,true,21827
5aac5adc934e6e5e2cac83d2,D,Q4,true,17914
5aac5adc934e6e5e2cac83d2,D,Q5,true,59227
5aac5adc934e6e5e2cac83d2,D,Q6,true,21544
5aad2122934e6e5e2cac83d5,C,Q1,true,36864
5aad2122934e6e5e2cac83d5,C,Q2,false,14480
5aad2122934e6e5e2cac83d5,C,Q3,true,10112
5aad2122934e6e5e2cac83d5,C,Q4,true,10890
5aad2122934e6e5e2cac83d5,C,Q5,true,16628
5aad2122934e6e5e2cac83d5,C,Q6,false,15548
5aad496b934e6e5e2cac83d6,D,Q1,true,37051
5aad496b934e6e5e2cac83d6,D,Q2,true,14922
5aad496b934e6e5e2cac83d6,D,Q3,true,21997
5aad496b934e6e5e2cac83d6,D,Q4,true,12111
5aad496b934e6e5e2cac83d6,D,Q5,true,19168
5aad496b934e6e5e2cac83d6,D,Q6,false,9802
5aad6b92934e6e5e2cac83d7,C,Q1,true,43509
5aad6b92934e6e5e2cac83d7,C,Q2,true,17583
5aad6b92934e6e5e2cac83d7,C,Q3,true,33543
5aad6b92934e6e5e2cac83d7,C,Q4,true,13343
5aad6b92934e6e5e2cac83d7,C,Q5,true,27166
5aad6b92934e6e5e2cac83d7,C,Q6,false,17015
5aae30f6934e6e5e2cac83d8,D,Q1,false,42745
5aae30f6934e6e5e2cac83d8,D,Q2,true,17065
5aae30f6934e6e5e2cac83d8,D,Q3,false,15820
5aae30f6934e6e5e2cac83d8,D,Q4,true,61535
5aae30f6934e6e5e2cac83d8,D,Q5,true,18789
5aae30f6934e6e5e2cac83d8,D,Q6,true,14942
5ab0d4b6934e6e5e2cac83db,C,Q1,true,48293
5ab0d4b6934e6e5e2cac83db,C,Q2,true,11225
5ab0d4b6934e6e5e2cac83db,C,Q3,true,13393
5ab0d4b6934e6e5e2cac83db,C,Q4,true,44242
5ab0d4b6934e6e5e2cac83db,C,Q5,true,26523
5ab0d4b6934e6e5e2cac83db,C,Q6,true,17077
5ab0d4c3934e6e5e2cac83dc,C,Q1,true,57914
5ab0d4c3934e6e5e2cac83dc,C,Q2,true,18277
5ab0d4c3934e6e5e2cac83dc,C,Q3,true,13418
5ab0d4c3934e6e5e2cac83dc,C,Q4,true,17480
5ab0d4c3934e6e5e2cac83dc,C,Q5,true,18847
5ab0d4c3934e6e5e2cac83dc,C,Q6,true,24913
5ab0dba8934e6e5e2cac83de,D,Q1,true,61776
5ab0dba8934e6e5e2cac83de,D,Q2,false,72090
5ab0dba8934e6e5e2cac83de,D,Q3,false,27892
5ab0dba8934e6e5e2cac83de,D,Q4,true,29324
5ab0dba8934e6e5e2cac83de,D,Q5,false,43850
5ab0dba8934e6e5e2cac83de,D,Q6,true,17508
5ab0e8f2934e6e5e2cac83df,D,Q1,false,47777
5ab0e8f2934e6e5e2cac83df,D,Q2,true,28629
5ab0e8f2934e6e5e2cac83df,D,Q3,true,11094
5ab0e8f2934e6e5e2cac83df,D,Q4,false,37004
5ab0e8f2934e6e5e2cac83df,D,Q5,true,49607
5ab0e8f2934e6e5e2cac83df,D,Q6,false,42337
5ab0facd934e6e5e2cac83e1,C,Q1,false,91149
5ab0facd934e6e5e2cac83e1,C,Q2,true,50380
5ab0facd934e6e5e2cac83e1,C,Q3,false,23351
5ab0facd934e6e5e2cac83e1,C,Q4,true,17882
5ab0facd934e6e5e2cac83e1,C,Q5,true,18782
5ab0facd934e6e5e2cac83e1,C,Q6,true,11383
5ab100f2934e6e5e2cac83e3,D,Q1,true,30451
5ab100f2934e6e5e2cac83e3,D,Q2,true,13076
5ab100f2934e6e5e2cac83e3,D,Q3,true,18864
5ab100f2934e6e5e2cac83e3,D,Q4,true,18673
5ab100f2934e6e5e2cac83e3,D,Q5,false,29091
5ab100f2934e6e5e2cac83e3,D,Q6,true,25449
5ab10c8f934e6e5e2cac83e5,C,Q1,true,33406
5ab10c8f934e6e5e2cac83e5,C,Q2,true,9452
5ab10c8f934e6e5e2cac83e5,C,Q3,true,24379
5ab10c8f934e6e5e2cac83e5,C,Q4,false,20294
5ab10c8f934e6e5e2cac83e5,C,Q5,true,42152
5ab10c8f934e6e5e2cac83e5,C,Q6,true,18166
5ab11b12934e6e5e2cac83e8,D,Q1,true,82096
5ab11b12934e6e5e2cac83e8,D,Q2,true,102264
5ab11b12934e6e5e2cac83e8,D,Q3,true,36052
5ab11b12934e6e5e2cac83e8,D,Q4,true,70348
5ab11b12934e6e5e2cac83e8,D,Q5,true,68164
5ab11b12934e6e5e2cac83e8,D,Q6,true,17350
5ab11db2934e6e5e2cac83e9,D,Q1,true,35400
5ab11db2934e6e5e2cac83e9,D,Q2,true,39488
5ab11db2934e6e5e2cac83e9,D,Q3,true,19573
5ab11db2934e6e5e2cac83e9,D,Q4,true,24596
5ab11db2934e6e5e2cac83e9,D,Q5,true,30828
5ab11db2934e6e5e2cac83e9,D,Q6,true,21793
5ab1249c934e6e5e2cac83eb,C,Q1,true,63227
5ab1249c934e6e5e2cac83eb,C,Q2,true,86121
5ab1249c934e6e5e2cac83eb,C,Q3,true,17320
5ab1249c934e6e5e2cac83eb,C,Q4,true,33561
5ab1249c934e6e5e2cac83eb,C,Q5,true,37366
5ab1249c934e6e5e2cac83eb,C,Q6,true,24545
5ab17488934e6e5e2cac83f4,D,Q1,true,49409
5ab17488934e6e5e2cac83f4,D,Q2,true,18392
5ab17488934e6e5e2cac83f4,D,Q3,true,13306
5ab17488934e6e5e2cac83f4,D,Q4,true,23087
5ab17488934e6e5e2cac83f4,D,Q5,true,27354
5ab17488934e6e5e2cac83f4,D,Q6,false,13581
5ab1a5f2934e6e5e2cac83f5,C,Q1,true,48856
5ab1a5f2934e6e5e2cac83f5,C,Q2,false,41422
5ab1a5f2934e6e5e2cac83f5,C,Q3,true,32408
5ab1a5f2934e6e5e2cac83f5,C,Q4,true,19994
5ab1a5f2934e6e5e2cac83f5,C,Q5,true,28370
5ab1a5f2934e6e5e2cac83f5,C,Q6,true,14204
5ab22fc1934e6e5e2cac83f9,D,Q1,true,50433
5ab22fc1934e6e5e2cac83f9,D,Q2,true,18899
5ab22fc1934e6e5e2cac83f9,D,Q3,true,39819
5ab22fc1934e6e5e2cac83f9,D,Q4,false,21751
5ab22fc1934e6e5e2cac83f9,D,Q5,true,43611
5ab22fc1934e6e5e2cac83f9,D,Q6,true,17699
5ab259e1934e6e5e2cac83fa,C,Q1,true,55199
5ab259e1934e6e5e2cac83fa,C,Q2,true,14854
5ab259e1934e6e5e2cac83fa,C,Q3,true,36630
5ab259e1934e6e5e2cac83fa,C,Q4,true,51549
5ab259e1934e6e5e2cac83fa,C,Q5,true,51108
5ab259e1934e6e5e2cac83fa,C,Q6,true,15695
5ab398c8934e6e5e2cac83fb,D,Q1,true,20480
5ab398c8934e6e5e2cac83fb,D,Q2,false,14934
5ab398c8934e6e5e2cac83fb,D,Q3,true,30941
5ab398c8934e6e5e2cac83fb,D,Q4,true,13396
5ab398c8934e6e5e2cac83fb,D,Q5,false,16486
5ab398c8934e6e5e2cac83fb,D,Q6,false,10466
5ab3db83934e6e5e2cac83fc,C,Q1,true,41250
5ab3db83934e6e5e2cac83fc,C,Q2,true,9916
5ab3db83934e6e5e2cac83fc,C,Q3,true,8875
5ab3db83934e6e5e2cac83fc,C,Q4,true,16123
5ab3db83934e6e5e2cac83fc,C,Q5,false,26089
5ab3db83934e6e5e2cac83fc,C,Q6,true,14883
5ab3dbfb934e6e5e2cac83fd,C,Q1,true,70564
5ab3dbfb934e6e5e2cac83fd,C,Q2,true,24561
5ab3dbfb934e6e5e2cac83fd,C,Q3,true,25690
5ab3dbfb934e6e5e2cac83fd,C,Q4,true,27386
5ab3dbfb934e6e5e2cac83fd,C,Q5,true,31851
5ab3dbfb934e6e5e2cac83fd,C,Q6,false,49925
5ab4cfef934e6e5e2cac8400,D,Q1,true,38424
5ab4cfef934e6e5e2cac8400,D,Q2,true,19697
5ab4cfef934e6e5e2cac8400,D,Q3,true,18266
5ab4cfef934e6e5e2cac8400,D,Q4,true,22687
5ab4cfef934e6e5e2cac8400,D,Q5,false,42632
5ab4cfef934e6e5e2cac8400,D,Q6,true,20324